sku,producto,handle,estado_producto,diametro,anchura,pcd,et,buje,peso,peso_unidad,unidades_por_juego,acabado,carga,estado_datos,campos_ausentes,datos_anomalos,n_metafields
OYL260416262,Juego de 4 llantas 19 pulgadas Audi – OYL260416262,oyl260416262-19-audi,DRAFT,19,8.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416263,Juego de 4 llantas 20 pulgadas Audi – OYL260416263,oyl260416263-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416264,Juego de 4 llantas 20 pulgadas Audi – OYL260416264,oyl260416264-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416265,Juego de 4 llantas 20 pulgadas Audi – OYL260416265,oyl260416265-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416266,Juego de 4 llantas 21 pulgadas Audi – OYL260416266,oyl260416266-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416267,Juego de 4 llantas 21 pulgadas Audi – OYL260416267,oyl260416267-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416268,Juego de 4 llantas 21 pulgadas Audi – OYL260416268,oyl260416268-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416269,Juego de 4 llantas 21 pulgadas Audi – OYL260416269,oyl260416269-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416270,Juego de 4 llantas 22 pulgadas Audi – OYL260416270,oyl260416270-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416271,Juego de 4 llantas 22 pulgadas Audi – OYL260416271,oyl260416271-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416272,Juego de 4 llantas 22 pulgadas Audi – OYL260416272,oyl260416272-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416273,Juego de 4 llantas 22 pulgadas Audi – OYL260416273,oyl260416273-22-audi,DRAFT,22,10.0,5x112,20,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416274,Juego de 4 llantas 23 pulgadas Audi – OYL260416274,oyl260416274-23-audi,DRAFT,23,10.0,5x112,20,66.5,64,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416275,Juego de 4 llantas 23 pulgadas Audi – OYL260416275,oyl260416275-23-audi,DRAFT,23,10.0,5x112,20,66.5,64,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416276,Juego de 4 llantas 18 pulgadas Audi – OYL260416276,oyl260416276-18-audi,DRAFT,18,8.0,5x112,35,66.45,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416277,Juego de 4 llantas 18 pulgadas Audi – OYL260416277,oyl260416277-18-audi,DRAFT,18,8.0,5x112,35,66.45,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416278,Juego de 4 llantas 20 pulgadas Audi – OYL260416278,oyl260416278-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416279,Juego de 4 llantas 20 pulgadas Audi – OYL260416279,oyl260416279-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416280,Juego de 4 llantas 21 pulgadas Audi – OYL260416280,oyl260416280-21-audi,DRAFT,21,9.0,5x112,30,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416281,Juego de 4 llantas 21 pulgadas Audi – OYL260416281,oyl260416281-21-audi,DRAFT,21,9.0,5x112,30,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416282,Juego de 4 llantas 18 pulgadas BMW – OYL260416282,oyl260416282-18-bmw,DRAFT,18,9.0,5x112,35,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416283,Juego de 4 llantas 18 pulgadas BMW – OYL260416283,oyl260416283-18-bmw,DRAFT,18,9.0,5x120,35,72.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416284,Juego de 4 llantas 18 pulgadas BMW – OYL260416284,oyl260416284-18-bmw,DRAFT,18,8.5,5x112,30,66.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416285,Juego de 4 llantas 18 pulgadas BMW – OYL260416285,oyl260416285-18-bmw,DRAFT,18,8.5,5x112,30,66.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416286,Juego de 4 llantas 19 pulgadas BMW – OYL260416286,oyl260416286-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416287,Juego de 4 llantas 19 pulgadas BMW – OYL260416287,oyl260416287-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416288,Juego de 4 llantas 19 pulgadas BMW – OYL260416288,oyl260416288-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416289,Juego de 4 llantas 19 pulgadas BMW – OYL260416289,oyl260416289-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416290,Juego de 4 llantas 20 pulgadas BMW – OYL260416290,oyl260416290-20-bmw,DRAFT,20,8.5,5x112,25,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416291,Juego de 4 llantas 20 pulgadas BMW – OYL260416291,oyl260416291-20-bmw,DRAFT,20,9.5,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416292,Juego de 4 llantas 20 pulgadas BMW – OYL260416292,oyl260416292-20-bmw,DRAFT,20,8.5,5x120,30,72.56,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416293,Juego de 4 llantas 20 pulgadas BMW – OYL260416293,oyl260416293-20-bmw,DRAFT,20,9.5,5x120,35,72.56,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416294,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416294,oyl260416294-18-mercedes-benz,DRAFT,18,8.0,5x112,36,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416295,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416295,oyl260416295-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416296,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416296,oyl260416296-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416297,Juego de 4 llantas 18 pulgadas BMW – OYL260416297,oyl260416297-18-bmw,DRAFT,18,8.5,5x120,30,72.6,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416298,Juego de 4 llantas 19 pulgadas BMW – OYL260416298,oyl260416298-19-bmw,DRAFT,19,8.5,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416299,Juego de 4 llantas 19 pulgadas BMW – OYL260416299,oyl260416299-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416300,Juego de 4 llantas 19 pulgadas BMW – OYL260416300,oyl260416300-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416301,Juego de 4 llantas 19 pulgadas BMW – OYL260416301,oyl260416301-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416302,Juego de 4 llantas 18 pulgadas BMW – OYL260416302,oyl260416302-18-bmw,DRAFT,18,9.0,5x120,35,72.6,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416303,Juego de 4 llantas 19 pulgadas BMW – OYL260416303,oyl260416303-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416304,Juego de 4 llantas 19 pulgadas BMW – OYL260416304,oyl260416304-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416305,Juego de 4 llantas 19 pulgadas BMW – OYL260416305,oyl260416305-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416306,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416306,oyl260416306-18-mercedes-benz,DRAFT,18,8.0,5x112,36,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416307,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416307,oyl260416307-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416308,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416308,oyl260416308-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416309,Juego de 4 llantas 19 pulgadas BMW – OYL260416309,oyl260416309-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416310,Juego de 4 llantas 19 pulgadas BMW – OYL260416310,oyl260416310-19-bmw,DRAFT,19,9.5,5x120,40,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416311,Juego de 4 llantas 19 pulgadas BMW – OYL260416311,oyl260416311-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416312,Juego de 4 llantas 19 pulgadas BMW – OYL260416312,oyl260416312-19-bmw,DRAFT,19,9.5,5x120,40,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416313,Juego de 4 llantas 20 pulgadas BMW – OYL260416313,oyl260416313-20-bmw,DRAFT,20,8.5,5x120,30,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416314,Juego de 4 llantas 17 pulgadas BMW – OYL260416314,oyl260416314-17-bmw,DRAFT,17,8.0,5x120,25,72.6,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416315,Juego de 4 llantas 18 pulgadas BMW – OYL260416315,oyl260416315-18-bmw,DRAFT,18,8.0,5x120,30,72.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416316,Juego de 4 llantas 18 pulgadas BMW – OYL260416316,oyl260416316-18-bmw,DRAFT,18,9.0,5x120,35,72.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416317,Juego de 4 llantas 19 pulgadas BMW – OYL260416317,oyl260416317-19-bmw,DRAFT,19,8.5,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416318,Juego de 4 llantas 19 pulgadas BMW – OYL260416318,oyl260416318-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416319,Juego de 4 llantas 19 pulgadas BMW – OYL260416319,oyl260416319-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416320,Juego de 4 llantas 19 pulgadas BMW – OYL260416320,oyl260416320-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416321,Juego de 4 llantas 20 pulgadas BMW – OYL260416321,oyl260416321-20-bmw,DRAFT,20,8.5,5x112,25,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416322,Juego de 4 llantas 20 pulgadas BMW – OYL260416322,oyl260416322-20-bmw,DRAFT,20,9.5,5x112,40,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416323,Juego de 4 llantas 20 pulgadas BMW – OYL260416323,oyl260416323-20-bmw,DRAFT,20,8.5,5x120,30,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416324,Juego de 4 llantas 20 pulgadas BMW – OYL260416324,oyl260416324-20-bmw,DRAFT,20,9.5,5x120,40,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416325,Juego de 4 llantas 20 pulgadas BMW – OYL260416325,oyl260416325-20-bmw,DRAFT,20,8.0,5x112,27,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416326,Juego de 4 llantas 20 pulgadas BMW – OYL260416326,oyl260416326-20-bmw,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416327,Juego de 4 llantas 20 pulgadas BMW – OYL260416327,oyl260416327-20-bmw,DRAFT,20,8.0,5x112,27,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416328,Juego de 4 llantas 20 pulgadas BMW – OYL260416328,oyl260416328-20-bmw,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416329,Juego de 4 llantas 17 pulgadas Volkswagen – OYL260416329,oyl260416329-17-volkswagen,DRAFT,17,7.5,5x112,35,57.1,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416330,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416330,oyl260416330-19-volkswagen,DRAFT,19,8.0,5x112,40,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416331,Juego de 4 llantas 20 pulgadas Volkswagen – OYL260416331,oyl260416331-20-volkswagen,DRAFT,20,8.5,5x112,40,57.1,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416332,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416332,oyl260416332-21-mercedes-benz,DRAFT,21,9.5,5x112,30,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416333,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416333,oyl260416333-21-mercedes-benz,DRAFT,21,10.0,5x112,48,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416334,Juego de 4 llantas 19 pulgadas Audi – OYL260416334,oyl260416334-19-audi,DRAFT,19,8.5,5x112,40,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416335,Juego de 4 llantas 20 pulgadas Audi – OYL260416335,oyl260416335-20-audi,DRAFT,20,8.5,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416336,Juego de 4 llantas 20 pulgadas Audi – OYL260416336,oyl260416336-20-audi,DRAFT,20,8.5,5x112,40,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416337,Juego de 4 llantas 20 pulgadas BMW – OYL260416337,oyl260416337-20-bmw,DRAFT,20,8.5,5x112,30,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416338,Juego de 4 llantas 20 pulgadas BMW – OYL260416338,oyl260416338-20-bmw,DRAFT,20,9.5,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416339,Juego de 4 llantas 19 pulgadas BMW – OYL260416339,oyl260416339-19-bmw,DRAFT,19,9.5,5x120,40,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416340,Juego de 4 llantas 19 pulgadas BMW – OYL260416340,oyl260416340-19-bmw,DRAFT,19,8.5,5x112,25,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416341,Juego de 4 llantas 20 pulgadas BMW – OYL260416341,oyl260416341-20-bmw,DRAFT,20,8.5,5x112,25,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416342,Juego de 4 llantas 20 pulgadas BMW – OYL260416342,oyl260416342-20-bmw,DRAFT,20,9.5,5x112,40,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416343,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416343,oyl260416343-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416344,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416344,oyl260416344-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416345,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416345,oyl260416345-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416346,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416346,oyl260416346-18-mercedes-benz,DRAFT,18,7.5,5x112,52,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416347,Juego de 4 llantas 19 pulgadas BMW – OYL260416347,oyl260416347-19-bmw,DRAFT,19,9.5,5x120,39,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416348,Juego de 4 llantas 19 pulgadas BMW – OYL260416348,oyl260416348-19-bmw,DRAFT,19,9.5,5x112,39,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416349,Juego de 4 llantas 17 pulgadas Volkswagen – OYL260416349,oyl260416349-17-volkswagen,DRAFT,17,7.0,5x112,46,57.1,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416350,Juego de 4 llantas 19 pulgadas Audi – OYL260416350,oyl260416350-19-audi,DRAFT,19,8.0,5x112,39,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416351,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416351,oyl260416351-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416352,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416352,oyl260416352-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416353,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416353,oyl260416353-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416354,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416354,oyl260416354-19-volkswagen,DRAFT,19,8.0,5x112,40,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416355,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416355,oyl260416355-19-volkswagen,DRAFT,19,7.0,5x112,40,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416356,Juego de 4 llantas 21 pulgadas Volkswagen – OYL260416356,oyl260416356-21-volkswagen,DRAFT,21,9.0,5x112,34,57.1,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416357,Juego de 4 llantas 17 pulgadas Mercedes-Benz – OYL260416357,oyl260416357-17-mercedes-benz,DRAFT,17,7.5,5x112,35,66.5,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416358,Juego de 4 llantas 18 pulgadas Vehículos europeos – OYL260416358,oyl260416358-18-vehiculos-europeos,DRAFT,18,8.0,5x112,40,66.45,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416359,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416359,oyl260416359-18-mercedes-benz,DRAFT,18,8.0,5x112,36,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416360,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416360,oyl260416360-19-mercedes-benz,DRAFT,19,8.5,5x112,38,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416361,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416361,oyl260416361-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416362,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416362,oyl260416362-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416363,Juego de 4 llantas 19 pulgadas Audi – OYL260416363,oyl260416363-19-audi,DRAFT,19,8.5,5x112,40,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416364,Juego de 4 llantas 20 pulgadas Audi – OYL260416364,oyl260416364-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416365,Juego de 4 llantas 22 pulgadas Audi – OYL260416365,oyl260416365-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416366,Juego de 4 llantas 22 pulgadas Audi – OYL260416366,oyl260416366-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416367,Juego de 4 llantas 20 pulgadas Audi – OYL260416367,oyl260416367-20-audi,DRAFT,20,,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,incompleto,wheel_width,,4
OYL260416368,Juego de 4 llantas 21 pulgadas Audi – OYL260416368,oyl260416368-21-audi,DRAFT,21,9.0,5x112,25,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416369,Juego de 4 llantas 20 pulgadas Audi – OYL260416369,oyl260416369-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416370,Juego de 4 llantas 21 pulgadas Audi – OYL260416370,oyl260416370-21-audi,DRAFT,21,9.0,5x112,25,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416371,Juego de 4 llantas 22 pulgadas Audi – OYL260416371,oyl260416371-22-audi,DRAFT,22,10.0,5x112,25,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416372,Juego de 4 llantas 19 pulgadas Audi – OYL260416372,oyl260416372-19-audi,DRAFT,19,8.5,5x112,35,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416373,Juego de 4 llantas 20 pulgadas Audi – OYL260416373,oyl260416373-20-audi,DRAFT,20,9.0,5x112,35,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416374,Juego de 4 llantas 20 pulgadas Audi – OYL260416374,oyl260416374-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416375,Juego de 4 llantas 20 pulgadas Vehículos europeos – OYL260416375,oyl260416375-20-vehiculos-europeos,DRAFT,20,9.0,5x112,35,66.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416376,Juego de 4 llantas 20 pulgadas Vehículos europeos – OYL260416376,oyl260416376-20-vehiculos-europeos,DRAFT,20,9.0,5x112,35,66.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416377,Juego de 4 llantas 21 pulgadas Audi – OYL260416377,oyl260416377-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416378,Juego de 4 llantas 21 pulgadas Vehículos europeos – OYL260416378,oyl260416378-21-vehiculos-europeos,DRAFT,21,9.0,5x112,35,66.6,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416379,Juego de 4 llantas 20 pulgadas Audi – OYL260416379,oyl260416379-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416380,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416380,oyl260416380-18-volkswagen,DRAFT,18,8.0,5x112,35,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416381,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416381,oyl260416381-18-volkswagen,DRAFT,18,8.0,5x112,35,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416382,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416382,oyl260416382-19-volkswagen,DRAFT,19,8.5,5x112,35,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416383,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416383,oyl260416383-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416384,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416384,oyl260416384-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416385,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416385,oyl260416385-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416386,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416386,oyl260416386-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416387,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416387,oyl260416387-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416388,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416388,oyl260416388-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416389,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416389,oyl260416389-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416390,Juego de 4 llantas 17 pulgadas Volkswagen – OYL260416390,oyl260416390-17-volkswagen,DRAFT,17,7.5,5x112,38,57.1,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416391,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416391,oyl260416391-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416392,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416392,oyl260416392-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416393,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416393,oyl260416393-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
