sku,handle,pista_original,traduccion_es,fiabilidad_traduccion,estado_traduccion,fragmentos_aplicados,notas,estado_pista,verificacion_tecnica,visible_para_el_cliente
OYL260416411,oyl260416411-20-bmw,BMW 530Li-2025(尊享型M运动),BMW 530Li-2025( acabado Zunxiang M deportivo ),media,traducido_mercado_chino,尊享型 运动,尊享型: Nombre de acabado del mercado chino. | 运动: Acabado Sport.,pista_ilegible,pendiente,no
OYL260416412,oyl260416412-21-bmw,BMW 740Li-2023(领先/尊享豪华版),BMW 740Li-2023( acabado Lingxian/acabado Zunxiang de lujo ),media,traducido_mercado_chino,尊享豪华版 领先,尊享豪华版: Nombre de acabado del mercado chino; no existe como tal en Europa. | 领先: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416413,oyl260416413-21-bmw,BMW 740Li-2023(领先/尊享豪华版),BMW 740Li-2023( acabado Lingxian/acabado Zunxiang de lujo ),media,traducido_mercado_chino,尊享豪华版 领先,尊享豪华版: Nombre de acabado del mercado chino; no existe como tal en Europa. | 领先: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416414,oyl260416414-21-bmw,BMW 740Li-2023(领先/尊享豪华版),BMW 740Li-2023( acabado Lingxian/acabado Zunxiang de lujo ),media,traducido_mercado_chino,尊享豪华版 领先,尊享豪华版: Nombre de acabado del mercado chino; no existe como tal en Europa. | 领先: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416415,oyl260416415-21-bmw,BMW 740Li-2023(领先/尊享豪华版),BMW 740Li-2023( acabado Lingxian/acabado Zunxiang de lujo ),media,traducido_mercado_chino,尊享豪华版 领先,尊享豪华版: Nombre de acabado del mercado chino; no existe como tal en Europa. | 领先: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416416,oyl260416416-21-mercedes-benz,BENZ AMG GLE53-2025/改,Mercedes-Benz AMG GLE53-2025/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416417,oyl260416417-21-mercedes-benz,BENZ AMG GLE53-2025/改,Mercedes-Benz AMG GLE53-2025/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416418,oyl260416418-22-mercedes-benz,BENZ AMG GLE53-2025/改,Mercedes-Benz AMG GLE53-2025/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416419,oyl260416419-22-mercedes-benz,BENZ AMG GLE53-2025/改,Mercedes-Benz AMG GLE53-2025/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416421,oyl260416421-19-bmw,BMW 3系-2025,BMW Serie 3 -2025,alta,traducido,([0-9]+(?:/[0-9]+)*)\s*系,,pista_ilegible,pendiente,no
OYL260416422,oyl260416422-19-bmw,BMW 3系-2025,BMW Serie 3 -2025,alta,traducido,([0-9]+(?:/[0-9]+)*)\s*系,,pista_ilegible,pendiente,no
OYL260416423,oyl260416423-19-bmw,BMW 3系-2025,BMW Serie 3 -2025,alta,traducido,([0-9]+(?:/[0-9]+)*)\s*系,,pista_ilegible,pendiente,no
OYL260416424,oyl260416424-19-bmw,BMW 3系-2025,BMW Serie 3 -2025,alta,traducido,([0-9]+(?:/[0-9]+)*)\s*系,,pista_ilegible,pendiente,no
OYL260416425,oyl260416425-22-mercedes-benz,BENZ AMG GLE Coupe-2024/ 改,Mercedes-Benz AMG GLE Coupe-2024/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416426,oyl260416426-19-mercedes-benz,BENZ E/S级/改,Mercedes-Benz E/Clase S/modificado,baja,ambiguo,"([A-Z]{1,3})\s*级 改",改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416427,oyl260416427-19-mercedes-benz,BENZ E/S级/改,Mercedes-Benz E/Clase S/modificado,baja,ambiguo,"([A-Z]{1,3})\s*级 改",改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416428,oyl260416428-20-mercedes-benz,BENZ E/S级/改,Mercedes-Benz E/Clase S/modificado,baja,ambiguo,"([A-Z]{1,3})\s*级 改",改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416429,oyl260416429-20-mercedes-benz,BENZ E/S级/改,Mercedes-Benz E/Clase S/modificado,baja,ambiguo,"([A-Z]{1,3})\s*级 改",改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416430,oyl260416430-20-bmw,BMW 530Li-2025(尊享型M运动)BMW 520d-2024欧版,BMW 530Li-2025( acabado Zunxiang M deportivo )BMW 520d-2024 versión europea,media,traducido_mercado_chino,尊享型 欧版 运动,尊享型: Nombre de acabado del mercado chino. | 运动: Acabado Sport.,pista_ilegible,pendiente,no
OYL260416431,oyl260416431-20-bmw,BMW 530Li-2025(尊享型M运动)BMW 520d-2024欧版,BMW 530Li-2025( acabado Zunxiang M deportivo )BMW 520d-2024 versión europea,media,traducido_mercado_chino,尊享型 欧版 运动,尊享型: Nombre de acabado del mercado chino. | 运动: Acabado Sport.,pista_ilegible,pendiente,no
OYL260416432,oyl260416432-21-mercedes-benz,BENZ GLS/GLE 450豪华版-2025,Mercedes-Benz GLS/GLE 450 versión de lujo -2025,media,traducido_mercado_chino,豪华版,豪华版: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416433,oyl260416433-22-mercedes-benz,BENZ GLS/GLE 450豪华版-2025,Mercedes-Benz GLS/GLE 450 versión de lujo -2025,media,traducido_mercado_chino,豪华版,豪华版: Nombre de acabado del mercado chino.,pista_ilegible,pendiente,no
OYL260416434,oyl260416434-18-volkswagen,VW西雅特Seat Cupra/改,Volkswagen SEAT Seat Cupra/modificado,baja,ambiguo,西雅特 改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416435,oyl260416435-18-volkswagen,VW高尔夫GTI / 改,Volkswagen Golf GTI/modificado,baja,ambiguo,高尔夫 改,高尔夫: Volkswagen Golf. | 改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416436,oyl260416436-18-volkswagen,VW / 改,Volkswagen/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416437,oyl260416437-19-volkswagen,VW / 改,Volkswagen/modificado,baja,ambiguo,改,改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416438,oyl260416438-20-bmw,BMW 540i-2025(加拿大版)/改,BMW 540i-2025( versión canadiense )/modificado,baja,ambiguo,加拿大版 改,加拿大版: Mercado norteamericano: puede llevar medidas distintas a la versión europea. | 改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
OYL260416439,oyl260416439-20-bmw,BMW 540i-2025(加拿大版)/改,BMW 540i-2025( versión canadiense )/modificado,baja,ambiguo,加拿大版 改,加拿大版: Mercado norteamericano: puede llevar medidas distintas a la versión europea. | 改: Por sí solo no dice qué se ha modificado.,pista_ilegible,pendiente,no
