familia,sku,medida,acabado_codigo_proveedor,unidades_incluidas_en_el_precio,pvp_actual_eur,pvp_origen,coste_proveedor,divisa_coste,transporte_peninsula,transporte_baleares,transporte_canarias_ceuta_melilla,costes_adicionales_conocidos,peso_declarado_kg,peso_procedencia,margen,informacion_pendiente
SJW-044,OYL260416144,22x11.5 5x112 ET47 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",1249.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",60.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416157,19x8.5 5x112 ET30 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416159,19x8.5 5x120 ET30 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416158,19x9.5 5x112 ET35 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416160,19x9.5 5x120 ET35 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416161,20x8.5 5x112 ET25 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416162,20x8.5 5x120 ET25 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-048,OYL260416163,20x9.5 5x120 ET35 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416165,20x8.5 5x120 ET25 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416164,20x9.5 5x112 ET40 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416166,20x9.5 5x120 ET40 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",999.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",52.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416167,21x9.0 5x112 ET24 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",1099.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",56.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416169,21x9.0 5x120 ET24 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",1099.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",56.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416168,21x10.5 5x112 ET44 buje 66.5 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",1099.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",56.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-049,OYL260416170,21x10.5 5x120 ET44 buje 72.6 mm,MB,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",1099.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",56.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado MB; compatibilidad de vehículos verificada
SJW-059,OYL260416201,19x8.0 5x112 ET30 buje 66.5 mm,B,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado B; compatibilidad de vehículos verificada
SJW-059,OYL260416202,19x9.0 5x120 ET35 buje 72.5 mm,B,"PENDIENTE. Los títulos y descripciones originales decían ""juego de 4"", pero ese texto lo generó la carga inicial del catálogo, no el proveedor: ninguna nota, metafield ni campo del proveedor menciona unidades. Sin documentar hasta que lo confirme el proveedor o lo decida el propietario.",899.00,"Escalera generada por diámetro en la carga inicial del catálogo: 16""=649,00 · 17""=699,00 · 18""=799,00 · 19""=899,00 · 20""=999,00 · 21""=1.099,00 · 22""=1.249,00 · 23""=1.399,00 €. Fuente: exportación Shopify 19-09-2026, verificada de nuevo el 20-09-2026. No validado comercialmente.",SIN DATO,SIN DATO,"SIN DATO. Tarifa vigente sin tocar: 6,99 € y gratis desde 55 € de pedido, sin condición de peso.","SIN DATO. Hoy cae en la zona ""España"" con la misma tarifa que la península. Baleares sí está dentro del IVA y de la unión aduanera: solo falta el sobrecoste marítimo real.","SIN DATO. Canarias: dentro del territorio aduanero de la Unión pero fuera del IVA (IGIC/AIEM, DUA de introducción). Ceuta y Melilla: fuera del territorio aduanero de la Unión y del IVA (IPSI, importación). Hoy los tres se facturan como península.","SIN DATO: no hay constancia de arancel, IVA o IGIC/IPSI de importación, despacho, última milla ni seguro.",48.0,"Estimación calculada a partir del diámetro (40 kg a 17"" y +4 kg por pulgada). Fuente: exportación Shopify 2026-09-19. No es medición ni peso embalado.",NO CALCULABLE: falta el coste de proveedor,Coste de compra y divisa; incoterm; peso embalado real; plazo de entrega; tarifa de transporte por destino; impuestos y aranceles aplicables; si el PVP es precio final para el cliente; color real del código de acabado B; compatibilidad de vehículos verificada
